flood,severity,location lat,location long,source,rainfall mm,river level m,wind speed kmh,temperature c,humidity percent,soil moisture percent,urban area,drainage index,available ambulance,available rescue teams,available medical kits,nearest hospital distance km,evacuation centres open
Yes,High,11.104474,86.713632,Local Authority,369.62,9.42,55.51,44.75,24.32,35.77,1,0.313,18,15,189,21.32,8
No,Extreme,20.161529,83.644936,NGO Report,148.06,13.37,44.9,20.74,49.06,54.66,0,0.725,19,10,105,48.34,10
Yes,Extreme,30.757427,82.949379,Satellite,196.35,0.38,142.23,24.77,43.22,88.14,1,0.799,3,4,94,32.53,4
Yes,Severe,26.542704,68.985355,Citizen Report,439.1,6.38,47.48,38,65.17,12.57,0,0.487,12,2,109,15.29,4
Yes,Moderate,18.132093,93.523168,NGO Report,68.49,0.88,86.01,39.73,34.6,32.99,0,0.519,17,1,181,24.08,10
Yes,Low,16.413844,79.825962,NGO Report,100.43,5.25,94.83,31.2,52.04,83.71,1,0.762,19,3,166,16.41,6
No,Severe,33.564032,83.572956,Citizen Report,382.72,0.74,3.11,17.51,90.13,27.2,1,0.169,10,10,90,25.23,7
No,Moderate,15.083001,90.234611,Local Authority,443.23,9.05,142.77,26.89,68.09,14.37,1,0.33,5,2,113,10.19,7
Yes,Extreme,9.141494,79.627917,Citizen Report,328.15,9.01,13.64,42.71,73.53,16.45,0,0.98,19,8,129,26.79,7
Yes,High,27.054922,70.458358,IMD,484.93,3.77,22.69,36.1,50.72,64.57,1,0.501,1,5,116,20.77,4
No,High,16.274594,78.636598,Local Authority,458.69,2.04,84.68,35.82,81.6,15.59,0,0.58,2,15,199,15.94,3
Yes,Low,17.107011,73.065999,Local Authority,94,5.79,137.42,16.19,73.93,50.37,0,0.341,10,3,21,38.02,6
Yes,Severe,25.953096,74.240471,IMD,135.15,1.65,4.17,12.35,25.99,78.52,0,0.803,5,0,21,32.23,5
Yes,Severe,25.378938,74.341927,Citizen Report,256.01,9.81,31.54,10.82,95,17.34,1,0.24,2,14,35,23.25,4
Yes,Moderate,20.925493,84.22007,Satellite,108.07,14.4,10.29,14.33,72.41,99.34,0,0.544,6,8,38,10.25,6
Yes,Moderate,15.667288,85.734719,IMD,299.08,11.68,26.68,16.77,23.81,53.56,0,0.453,17,7,72,40.15,5
Yes,High,9.923275,70.40286,Citizen Report,250.1,2.22,31.52,14.35,46.56,68.46,0,0.609,18,5,173,4.24,2
Yes,High,23.00675,72.94247,Satellite,96.16,8.9,61.35,40.87,52.31,56.82,0,0.756,11,0,167,31.41,2
Yes,Severe,34.524489,90.981827,Local Authority,425.52,9.13,104.09,16.05,51.16,53.27,0,0.942,8,7,51,34.12,0
No,Severe,27.674287,74.092543,IMD,262.91,7.23,8.52,28.2,94.89,27.31,0,0.248,2,9,7,29.41,7
Yes,Severe,36.066309,72.145793,Satellite,234.68,11.86,121.06,44.97,94.06,62.43,0,0.66,5,7,170,36.95,10
No,Low,13.616606,87.567171,Local Authority,26.74,7.06,60.54,37.57,30.66,29.31,0,0.839,15,10,173,21.47,0
No,Moderate,35.902993,72.237735,NGO Report,156.89,9.57,60.11,20.9,39.02,53.91,0,0.032,13,2,70,45.82,8
Yes,High,29.791884,88.67825,Citizen Report,26.79,10.5,124.07,31.65,80.78,35.26,0,0.669,10,7,183,0.86,6
Yes,Severe,16.128634,87.296061,Satellite,255.11,9.33,36.04,12.51,86.79,43.86,0,0.03,18,4,57,9.55,4
Yes,Extreme,22.782981,75.534645,IMD,443.23,7.26,128.09,10.08,46.34,78.33,1,0.013,9,10,178,20.29,8
Yes,High,17.140012,95.691086,Satellite,475.39,4.03,48.89,25.7,57.38,19.94,1,0.161,14,5,11,4.85,5
No,Extreme,28.457884,93.834474,Local Authority,70.31,14.47,33.36,10.68,21.83,91.9,0,0.616,20,11,28,41.78,8
No,Extreme,36.548765,80.507106,Local Authority,415.06,1.39,3,19.37,41.33,93.45,0,0.482,11,1,19,48.66,7
Yes,Moderate,8.252827,76.53837,Local Authority,427.27,6.41,14.2,44.94,31.26,36.23,1,0.557,4,6,177,44.84,9
No,High,16.066354,84.702977,Satellite,115.3,4.88,102.19,23.1,73.77,43.07,0,0.096,3,13,126,47.04,7
Yes,Moderate,36.568285,95.50075,Citizen Report,253.44,6.21,24.16,22.06,65.43,84.08,0,0.672,12,14,107,23.01,1
No,High,36.122111,85.205003,IMD,292.45,4.17,71.29,18.1,88.75,46.65,0,0.74,5,13,17,38.54,8
No,High,27.286935,96.977227,Citizen Report,456.13,4.1,92.26,19.95,90.17,79.88,0,0.29,20,9,17,6.46,3
No,Extreme,35.496469,86.707638,IMD,107.84,11.18,66.06,16.64,22.1,82.71,1,0.963,13,13,7,34.21,8
No,Moderate,20.581827,90.815174,Local Authority,309.71,5.65,6.09,43.34,77.71,15.99,0,0.843,20,0,57,42.52,8
No,High,27.265231,74.238238,NGO Report,237.87,0.85,60.52,40.85,59.92,93.45,1,0.079,0,8,15,34.09,2
No,Extreme,22.669678,70.180604,Local Authority,422.77,12.4,50.84,39.67,57.11,34.9,0,0.669,18,10,130,18.4,7
Yes,High,13.041608,80.457801,NGO Report,293.91,7.84,18.11,11.44,98.29,25.63,1,0.624,17,5,156,22.81,3
Yes,Moderate,11.97846,71.993027,IMD,36.28,0.36,102.22,34.26,94.73,58.83,1,0.2,8,2,127,29.75,6
No,Low,19.743791,76.455436,IMD,480.29,12.27,39.2,28.8,49.93,62.81,1,0.689,14,9,89,33.31,8
No,Moderate,8.861788,79.801592,IMD,176.13,7.69,95.25,14.42,68.06,28.49,0,0.139,6,15,82,31.56,7
No,High,19.554166,84.395237,Satellite,260.89,5.21,148.96,30.13,84.95,13.93,1,0.237,7,12,173,32.51,0
Yes,Moderate,23.285804,74.998658,IMD,223.85,4.99,122.81,44.15,98.15,80.05,1,0.03,20,15,62,33.68,3
No,Moderate,11.592794,86.87639,Local Authority,234.28,4.21,83.36,19.98,31.61,29.33,0,0.927,3,0,34,33.69,10
No,Extreme,30.566495,95.487759,Citizen Report,52.55,9.25,125.2,35.61,65.67,59.06,0,0.341,7,11,149,45.07,0
No,Extreme,35.681229,95.859784,NGO Report,223.78,8.15,9.07,24.35,94,24.84,1,0.047,14,10,85,2.88,9
Yes,High,22.389839,87.863938,Citizen Report,196.22,4.2,70.05,29.55,69.4,71.79,0,0.446,15,15,28,31.25,7
No,High,14.43144,86.1266,NGO Report,85.5,10.9,2.34,43.43,57.36,70.08,0,0.656,18,12,52,10.34,10
Yes,High,9.869118,93.89911,NGO Report,332.52,3.42,78.58,16.02,64.33,81.56,0,0.506,0,11,160,25.67,5
Yes,High,25.762196,70.900314,Local Authority,141.08,13.22,93.59,25.95,23.31,60.95,1,0.474,2,3,48,25.12,10
Yes,Low,13.495682,96.014489,NGO Report,288.37,7.83,144.49,33.4,20.51,27.78,0,0.94,9,0,148,40.31,3
No,Low,9.085982,81.584417,Local Authority,54.88,6.93,117.39,14.28,80.75,68.41,1,0.265,13,8,87,19.24,6
Yes,High,36.417744,86.283491,NGO Report,91.63,14.52,75.6,20.91,77.93,18.04,1,0.239,20,12,25,26.44,6
No,Severe,28.746364,95.25917,NGO Report,245.5,14.45,20.38,13.16,29.56,66.75,0,0.739,15,10,193,16.73,6
Yes,Extreme,23.376504,68.96729,Satellite,263.24,12.19,57.45,31.63,86.93,94.51,0,0.451,8,15,192,10.18,10
No,Moderate,28.764458,88.763381,Local Authority,11.05,13.26,34.43,16.99,94.1,98.34,1,0.585,8,13,118,40.31,5
Yes,Moderate,32.30848,68.074297,Citizen Report,217.48,3.14,91.42,39.84,45.46,99.68,0,0.282,11,13,148,24.08,1
No,Extreme,28.758737,68.59611,IMD,196.49,14.62,63.37,27.85,91.89,33.73,0,0.839,8,4,76,45.28,9
Yes,Moderate,35.151889,70.781432,Citizen Report,222.77,3.48,70.33,21.43,73.76,49.3,1,0.049,0,12,74,49.24,0
No,High,29.109945,74.776273,Citizen Report,102.94,13.34,23.18,31.21,73.05,14.74,1,0.652,13,6,107,10.39,7
No,Low,31.50896,89.144914,Citizen Report,204.37,9.16,96.14,41.64,71.82,47.26,1,0.185,10,12,21,29.14,5
Yes,Moderate,34.16649,71.455794,Satellite,254.92,8.47,42.32,34.64,39.97,80.85,0,0.851,0,2,196,40.12,8
No,Severe,36.316525,71.327001,NGO Report,414.87,3.37,77.19,17.01,54.17,13.5,1,0.013,3,9,98,0.74,6
Yes,Extreme,27.172018,83.436147,Satellite,319.89,8.75,77.24,44.19,52.73,33.94,1,0.302,7,1,38,30.82,6
Yes,High,27.423938,91.890708,Local Authority,361.8,1.18,143.32,37.52,79.13,12.92,0,0.677,18,14,20,24.94,9
No,Extreme,34.222338,95.257419,Local Authority,338.58,0.41,71.72,21.05,97.48,43.06,1,0.476,10,9,17,29.01,3
Yes,Moderate,17.491317,96.406291,Citizen Report,427.63,4.65,80.29,30.67,37.43,81.42,0,0.971,10,4,198,12.36,9
Yes,Severe,20.023297,86.93723,NGO Report,59.1,0.82,33.79,43.77,31.93,48.13,1,0.193,11,9,27,18.1,3
Yes,Low,21.009094,89.731814,Local Authority,182.56,9.63,13.93,36.29,50.84,11.78,1,0.339,3,9,136,40.78,5
No,Severe,13.736757,71.637925,Local Authority,10.96,10.28,121.89,39.68,39.59,79.43,0,0.319,15,9,78,41.33,0
No,Severe,19.059362,70.202222,NGO Report,229.03,12.44,148.39,34.43,62.57,59.1,1,0.757,20,7,103,12.3,8
Yes,Extreme,20.833451,96.868999,Citizen Report,137.85,6.72,5.37,12.74,45.68,13.22,0,0.024,13,3,78,32.02,10
No,Severe,15.214387,75.780192,Satellite,232.96,14.31,11.63,19.53,44.77,57.79,0,0.052,17,15,96,13.66,6
Yes,Extreme,19.621596,75.079206,Citizen Report,206.5,13.24,142.37,11.19,94.63,71.87,1,0.64,12,10,195,5.38,6
No,High,28.185291,82.610821,Satellite,207.25,1.16,37.97,19.82,54.72,45.7,1,0.312,11,1,29,32.57,0
Yes,Extreme,31.97049,79.532993,Citizen Report,218.82,8.61,110.23,22.4,95.83,21.71,1,0.76,12,13,36,21.39,6
No,Moderate,17.237591,72.875359,IMD,499.61,5.72,60.68,32.58,24.39,79.47,1,0.629,6,9,74,10.46,2
Yes,Severe,17.763376,77.21721,NGO Report,363.76,13.14,105.12,24.21,88.25,11.06,1,0.538,6,13,169,19.22,5
No,Severe,17.017393,76.448375,NGO Report,105.5,1.93,77.58,43.22,99.58,57.55,0,0.403,10,10,197,5.88,7
No,Extreme,27.493757,68.751813,IMD,442.7,10.97,10.84,31.41,88.96,87.92,0,0.777,1,6,25,15.59,3
No,High,29.563296,85.136798,IMD,410.72,6.88,35.89,32.4,20.4,63.3,1,0.742,12,15,59,7.37,4
Yes,Severe,23.154426,94.945751,Local Authority,334.92,1.45,99.75,16.74,46.39,54.65,1,0.052,7,8,142,27.15,5
No,High,20.85154,71.714218,Local Authority,133.62,0.9,124.95,21.72,20.43,51.44,0,0.445,3,10,92,30.66,10
No,Extreme,30.075392,86.074855,NGO Report,145.4,14.84,12.95,39.79,76.07,54.84,1,0.996,4,6,197,47.85,2
Yes,High,19.303183,94.428073,Local Authority,329.74,0.62,51.85,34.99,21.44,29.96,1,0.094,16,11,69,9.18,9
No,Severe,17.755094,82.48167,IMD,375.38,3.18,72.58,43.03,44.34,45.58,0,0.742,11,13,98,48.85,5
Yes,High,13.803221,90.979528,Local Authority,427.88,4.98,45.24,21.5,49.4,66.46,1,0.917,3,4,47,36.05,6
Yes,Moderate,18.698611,82.364903,NGO Report,229.43,8.76,139.38,13.11,54.57,50.45,0,0.878,19,8,139,27.07,10
Yes,High,9.906622,94.681555,NGO Report,390.15,0.45,74.62,19.22,86.1,51.06,0,0.708,12,15,32,39.01,1
No,Extreme,14.852695,83.375932,Local Authority,485.82,9.02,54.85,37.21,83.03,99.51,1,0.733,6,7,178,4.92,5
Yes,High,22.396611,95.205911,Satellite,228.15,12.38,55.73,33.06,36.5,48.08,0,0.126,5,12,104,19.5,3
Yes,Severe,29.030348,92.562947,IMD,49.38,0.79,5.23,36.79,39.15,10.37,1,0.202,9,7,61,34.76,0
Yes,High,31.868255,77.215673,NGO Report,150.61,4.12,75.64,14.43,23.49,18.71,1,0.438,8,12,173,40.66,8
No,Moderate,36.851423,76.002781,IMD,152.83,7.68,68.11,28.77,47.83,13.64,0,0.026,9,3,98,36.55,10
Yes,High,8.999088,78.916568,IMD,246.11,5.95,34.2,14.38,31.18,71.63,0,0.11,5,15,33,44.37,7
Yes,High,17.201098,82.521571,Citizen Report,148.03,9.5,113.79,38.8,88.07,76.57,1,0.071,14,10,27,14.42,3
No,Severe,11.579868,90.404512,Citizen Report,0.52,0.95,111.54,10.24,55.66,18.45,0,0.064,18,10,11,36.29,5
Yes,Severe,17.119964,87.615651,IMD,227.07,5.39,95.47,19.8,90.9,22.37,1,0.533,8,15,183,7.38,6
No,Severe,34.720511,93.453078,Citizen Report,477.3,9.42,9.15,29.26,51.86,80.29,1,0.573,1,15,174,24.12,0
Yes,Severe,33.358569,77.823391,NGO Report,258.66,10.43,64.13,25.38,72.42,87.42,1,0.177,18,15,156,42.02,2
Yes,Severe,28.856596,90.819409,Satellite,308.42,2.33,14.92,36.45,33.96,99.35,0,0.724,12,2,29,13.62,9
No,High,13.350348,72.188951,Satellite,99.42,0.1,69.86,26.17,92.43,45.29,0,0.971,5,4,87,22.39,2
No,Moderate,11.163766,82.458937,Citizen Report,273.19,8.4,127.94,33.22,25.01,93.38,1,0.971,9,8,149,9.52,9
No,High,29.026251,68.325743,NGO Report,64.1,13.19,80.94,41.33,63.02,38.44,1,0.706,7,5,111,41.82,6
No,Extreme,19.526552,91.508007,Citizen Report,169.01,3.55,98.52,31.78,45.1,14.54,1,0.26,5,1,172,2.07,4
Yes,Severe,33.731172,89.364429,Local Authority,91.95,13.7,108.18,28.82,36.3,51.56,1,0.247,1,15,48,28.85,10
No,Low,18.116712,91.348809,Local Authority,378.77,7.11,92.88,20.7,44.42,24.37,0,0.263,17,10,90,8.81,3
Yes,Extreme,28.794336,83.598905,IMD,432.88,10.37,95.49,33.88,25.35,52.88,1,0.071,6,7,31,36.73,7
No,Extreme,26.812012,95.221581,Satellite,322.22,12.46,56.29,24.9,52.07,73.22,0,0.868,16,15,85,7.45,5
Yes,Severe,20.900241,77.770638,NGO Report,2.25,14.99,19.93,16.68,45.52,88.92,0,0.621,1,0,107,4.26,5
No,Moderate,16.211274,94.326573,Satellite,121.96,10.3,32.01,39.33,39.92,71.21,0,0.387,18,11,82,37.27,8
Yes,Moderate,19.041385,89.573652,Local Authority,361.72,5.16,124.94,14.58,30.71,10.92,1,0.905,2,14,150,6.14,0
Yes,High,28.641462,80.81253,IMD,229.07,7.63,92.39,31.29,61.51,48.65,1,0.115,12,7,30,10.02,1
No,Moderate,22.131625,94.796197,Citizen Report,352.34,2.6,48.45,42.59,93.13,62.73,1,0.285,18,4,80,2.48,9
No,Low,29.943673,85.927341,IMD,19.94,8.13,115.14,29.08,46.81,40.75,1,0.233,11,4,100,46.53,2
No,Low,21.309349,72.353711,Citizen Report,471.54,6.09,97.11,12.4,81.51,20.6,0,0.74,17,2,162,26.98,9
No,High,16.821898,82.709416,Local Authority,319.17,9.66,5.42,33.12,93.63,69.14,1,0.823,3,5,22,22.45,7
Yes,Moderate,20.837986,68.656305,NGO Report,256.89,11.09,120.11,11.3,20.18,37.74,0,0.085,17,11,92,41.94,5
Yes,Moderate,11.883395,92.404551,NGO Report,262.24,4.42,81.51,30,25.62,61.1,1,0.245,0,0,66,48.25,2
Yes,Low,9.557459,73.511334,Citizen Report,52.87,13.89,109.31,42.24,28.45,49.96,0,0.367,1,6,98,18.36,2
Yes,Severe,28.295504,87.812316,Satellite,280.06,6.84,91.95,44.31,59.74,84.37,1,0.568,1,5,144,24.17,1
Yes,High,11.187034,96.902945,NGO Report,336.46,2.74,131.89,11.44,79.77,59.05,1,0.126,3,14,79,43.36,7
